,date,temp_min,temp_max,temp_mean,temp_count
147,2010-08-04,25.0,40.1,30.599999999999998,24
148,2010-08-05,19.8,39.0,26.087500000000002,24
149,2010-08-06,20.8,34.9,26.2375,24
150,2010-08-07,21.5,39.0,29.3625,24
151,2010-08-08,22.7,36.8,28.191666666666666,24
152,2010-08-09,22.0,35.4,27.133333333333336,24
153,2010-08-10,21.9,40.6,31.4875,24
154,2010-08-11,25.4,39.6,31.154166666666665,24
155,2010-08-12,25.1,38.2,30.575,24
156,2010-08-13,24.2,37.5,30.008333333333336,24
157,2010-08-14,23.8,40.5,29.704166666666666,24
158,2010-08-15,22.0,38.9,29.462500000000002,24
159,2010-08-16,21.9,40.4,30.179166666666664,24
160,2010-08-17,22.5,39.2,30.224999999999998,24
161,2010-08-18,21.6,38.6,29.84583333333333,24
162,2010-08-19,25.8,41.6,32.208333333333336,24
163,2010-08-20,25.4,36.9,30.45,24
164,2010-08-21,22.6,32.1,26.366666666666664,24
165,2010-08-22,18.8,38.0,27.083333333333332,24
166,2010-08-23,19.8,38.4,27.808333333333334,24
167,2010-08-24,20.0,38.7,28.1875,24
168,2010-08-25,22.3,37.8,28.287499999999998,24
169,2010-08-26,22.3,25.7,23.974999999999998,24
170,2010-08-27,22.8,26.0,24.066666666666666,24
171,2010-08-28,18.1,35.9,26.995833333333334,24
172,2010-08-29,19.7,37.6,27.270833333333332,24
173,2010-08-30,21.9,33.1,26.6375,24
174,2010-08-31,21.4,34.4,27.370833333333334,24
175,2010-09-01,19.9,35.9,26.900000000000002,24
176,2010-09-02,20.9,39.5,29.15833333333333,24
177,2010-09-03,20.9,40.9,29.991666666666664,24
178,2010-09-04,21.4,41.1,30.295833333333334,24
179,2010-09-05,25.2,34.5,29.116666666666664,24
180,2010-09-06,22.3,31.6,26.516666666666666,24
181,2010-09-07,20.4,33.6,27.587500000000002,24
182,2010-09-08,22.6,34.3,25.400000000000002,24
183,2010-09-09,19.9,39.9,28.337500000000002,24
184,2010-09-10,19.9,34.3,27.2625,24
185,2010-09-11,20.3,37.3,27.041666666666668,24
186,2010-09-12,20.1,30.7,24.90833333333333,24
187,2010-09-13,18.4,34.8,26.037499999999998,24
188,2010-09-14,18.7,33.5,24.866666666666664,24
189,2010-09-15,19.4,27.9,22.795833333333334,24
190,2010-09-16,17.4,24.8,21.458333333333332,24
191,2010-09-17,18.6,24.4,21.666666666666668,24
192,2010-09-18,18.9,29.1,24.245833333333334,24
193,2010-09-19,16.6,34.9,24.55,24
194,2010-09-20,18.7,36.0,25.620833333333334,24
195,2010-09-21,16.9,31.5,24.608333333333334,24
196,2010-09-22,17.6,34.9,24.704166666666666,24
197,2010-09-23,20.5,33.2,25.625,24
198,2010-09-24,13.7,26.6,21.004166666666666,24
199,2010-09-25,14.8,22.5,17.908333333333335,24
200,2010-09-26,12.1,23.8,18.258333333333333,24
201,2010-09-27,13.3,24.2,18.900000000000002,24
202,2010-09-28,11.2,29.7,19.7625,24
203,2010-09-29,14.6,26.9,20.816666666666666,24
204,2010-09-30,16.8,26.4,20.920833333333334,24
205,2010-10-01,18.6,26.6,21.912499999999998,24
206,2010-10-02,19.2,27.2,23.083333333333332,24
207,2010-10-03,18.9,28.5,23.079166666666666,24
208,2010-10-04,16.4,30.6,22.104166666666668,24
209,2010-10-05,16.5,31.4,22.900000000000002,24
210,2010-10-06,16.5,28.5,22.3625,24
211,2010-10-07,19.7,28.8,22.84583333333333,24
212,2010-10-08,17.6,29.8,23.15416666666667,24
213,2010-10-09,19.6,30.4,24.77916666666667,24
214,2010-10-10,18.0,26.2,21.912499999999998,24
215,2010-10-11,17.5,22.5,19.708333333333332,24
216,2010-10-12,14.2,21.0,17.724999999999998,24
217,2010-10-13,13.3,18.1,15.258333333333333,24
218,2010-10-14,14.0,22.1,17.558333333333334,24
219,2010-10-15,13.5,25.4,18.191666666666666,24
220,2010-10-16,13.8,23.1,17.1875,24
221,2010-10-17,13.6,23.3,17.962500000000002,24
222,2010-10-18,12.7,22.4,17.204166666666666,24
223,2010-10-19,13.1,22.9,18.087500000000002,24
224,2010-10-20,17.6,26.5,21.866666666666664,24
225,2010-10-21,20.7,27.5,23.566666666666666,24
226,2010-10-22,19.0,27.1,22.491666666666664,24
227,2010-10-23,16.4,28.4,21.558333333333334,24
228,2010-10-24,16.3,27.6,21.425,24
229,2010-10-25,15.0,22.0,18.579166666666666,24
230,2010-10-26,14.1,23.4,19.183333333333334,24
231,2010-10-27,15.5,22.0,18.479166666666668,24
232,2010-10-28,14.4,21.8,18.383333333333333,24
233,2010-10-29,16.8,24.9,19.3625,24
234,2010-10-30,15.6,24.1,19.466666666666665,24
235,2010-10-31,17.2,23.8,20.64166666666667,24
236,2010-11-01,17.9,25.5,21.191666666666666,24
237,2010-11-02,16.0,26.3,20.662499999999998,24
238,2010-11-03,15.4,27.4,21.233333333333334,24
239,2010-11-04,14.9,28.2,20.425,24
240,2010-11-05,15.6,24.9,19.245833333333334,24
241,2010-11-06,14.1,22.4,18.279166666666665,24
242,2010-11-07,9.7,19.1,15.891666666666666,24
243,2010-11-08,7.7,13.8,11.233333333333334,24
244,2010-11-09,3.0,13.7,8.070833333333333,24
245,2010-11-10,5.9,12.1,8.554166666666667,24
246,2010-11-11,7.4,13.7,10.733333333333334,24
247,2010-11-12,12.3,18.4,15.191666666666668,24
248,2010-11-13,12.5,22.6,17.083333333333332,24
249,2010-11-14,7.1,12.9,10.433333333333334,24
250,2010-11-15,9.8,14.3,11.908333333333333,24
251,2010-11-16,9.5,19.0,13.225,24
252,2010-11-17,5.4,17.4,10.808333333333332,24
253,2010-11-18,5.8,19.7,12.783333333333333,24
254,2010-11-19,12.0,18.7,15.816666666666668,24
255,2010-11-20,6.0,15.7,10.766666666666666,24
256,2010-11-21,1.3,15.8,7.654166666666666,24
257,2010-11-22,2.5,9.0,6.420833333333333,24
258,2010-11-23,7.5,14.2,10.620833333333334,24
259,2010-11-24,7.4,15.9,11.104166666666666,24
260,2010-11-25,3.9,17.6,10.0375,24
261,2010-11-26,8.2,16.7,12.4375,24
262,2010-11-27,10.8,16.7,13.791666666666666,24
263,2010-11-28,8.1,13.7,10.5625,24
264,2010-11-29,8.5,19.2,13.741666666666667,24
265,2010-11-30,9.7,16.1,12.941666666666668,24
266,2010-12-01,8.1,13.8,10.870833333333332,24
267,2010-12-02,11.2,19.8,14.129166666666668,24
268,2010-12-03,12.7,19.2,14.979166666666666,24
269,2010-12-04,10.7,14.8,12.329166666666666,24
270,2010-12-05,11.5,13.9,12.370833333333332,24
271,2010-12-06,11.1,19.1,15.004166666666668,24
272,2010-12-07,11.5,20.2,15.045833333333334,24
273,2010-12-08,11.0,17.5,14.254166666666668,24
274,2010-12-09,12.1,15.9,14.525,24
275,2010-12-10,11.3,19.0,14.204166666666666,24
276,2010-12-11,7.9,19.0,13.366666666666667,24
277,2010-12-12,4.2,18.1,10.029166666666667,24
278,2010-12-13,5.3,16.8,10.020833333333334,24
279,2010-12-14,6.0,25.4,13.9125,24
280,2010-12-15,22.5,25.5,23.983333333333334,24
281,2010-12-16,22.7,25.8,24.266666666666666,24
282,2010-12-17,12.5,25.5,22.420833333333334,24
283,2010-12-18,8.9,17.1,12.237499999999999,24
284,2010-12-19,2.3,7.7,5.2124999999999995,24
285,2010-12-20,6.8,9.9,8.658333333333333,24
286,2010-12-21,4.1,9.2,6.574999999999999,24
287,2010-12-22,4.2,10.2,6.541666666666667,24
288,2010-12-23,1.3,11.6,5.683333333333334,24
289,2010-12-24,4.3,25.5,10.758333333333333,24
290,2010-12-25,8.7,11.9,10.1625,24
291,2010-12-26,10.4,14.9,12.133333333333333,24
292,2010-12-27,10.5,14.4,12.424999999999999,24
293,2010-12-28,8.4,15.0,11.195833333333333,24
294,2010-12-29,8.1,12.6,10.362499999999999,24
295,2010-12-30,7.5,13.2,9.745833333333334,24
296,2010-12-31,6.4,12.4,9.308333333333334,24
297,2011-01-01,2.5,12.9,6.843999999999999,25
298,2011-01-02,2.1,22.9,8.625,24
299,2011-01-03,22.3,25.4,23.3125,24
300,2011-01-04,22.2,25.1,23.758333333333336,24
301,2011-01-05,7.3,22.8,11.604166666666666,24
302,2011-01-06,10.2,17.0,13.279166666666667,24
303,2011-01-07,5.4,13.0,8.466666666666667,24
304,2011-01-08,5.1,13.9,10.266666666666667,24
305,2011-01-09,12.3,17.4,14.612499999999999,24
306,2011-01-10,11.7,14.3,13.133333333333333,24
307,2011-01-11,11.5,14.2,12.729166666666666,24
308,2011-01-12,8.4,16.3,11.991666666666667,24
309,2011-01-13,6.0,15.1,10.012500000000001,24
310,2011-01-14,4.1,12.6,8.129166666666666,24
311,2011-01-15,2.3,12.2,6.408333333333334,24
312,2011-01-16,3.8,12.0,7.429166666666667,24
313,2011-01-17,1.8,13.0,6.7,24
314,2011-01-18,3.0,11.8,5.254166666666666,24
315,2011-01-19,4.7,10.5,7.883333333333333,24
316,2011-01-20,6.8,15.6,10.045833333333333,24
317,2011-01-21,5.6,14.1,9.033333333333333,24
318,2011-01-22,5.2,16.2,10.058333333333334,24
319,2011-01-23,2.5,8.9,5.7749999999999995,24
320,2011-01-24,3.9,11.8,7.691666666666666,24
321,2011-01-25,3.3,6.1,4.466666666666667,24
322,2011-01-26,2.8,5.6,4.154166666666667,24
323,2011-01-27,3.8,7.4,5.2375,24
324,2011-01-28,3.1,25.0,9.820833333333333,24
325,2011-01-29,1.1,22.9,4.270833333333333,24
326,2011-01-30,2.8,8.0,4.833333333333333,24
327,2011-01-31,2.9,14.7,7.25,24
328,2011-02-01,1.7,14.0,6.533333333333334,24
329,2011-02-02,2.6,14.1,7.608333333333333,24
330,2011-02-03,1.2,16.5,7.258333333333333,24
331,2011-02-04,1.8,14.8,7.575,24
332,2011-02-05,0.8,10.1,5.533333333333334,24
333,2011-02-06,0.3,11.2,5.3125,24
334,2011-02-07,2.9,13.2,7.279166666666666,24
335,2011-02-08,5.7,24.3,13.045833333333334,24
336,2011-02-09,22.4,25.3,23.95,24
337,2011-02-10,22.3,25.5,23.704166666666666,24
338,2011-02-11,6.8,25.3,21.833333333333332,24
339,2011-02-12,4.3,11.6,8.291666666666666,24
340,2011-02-13,7.8,20.2,12.716666666666667,24
341,2011-02-14,6.4,13.9,10.4,24
342,2011-02-15,5.8,13.2,8.970833333333333,24
343,2011-02-16,3.2,10.0,6.416666666666667,24
344,2011-02-17,5.3,9.9,7.4875,24
345,2011-02-18,5.1,12.4,8.379166666666666,24
346,2011-02-19,0.6,13.9,6.683333333333334,24
347,2011-02-20,7.0,9.9,8.200000000000001,24
348,2011-02-21,3.4,7.8,5.741666666666667,24
349,2011-02-22,2.3,11.2,5.283333333333333,24
350,2011-02-23,2.9,5.7,4.358333333333333,24
351,2011-02-24,3.0,8.1,5.295833333333333,24
352,2011-02-25,4.8,13.1,7.820833333333333,24
353,2011-02-26,2.4,10.4,6.545833333333333,24
354,2011-02-27,1.3,12.0,5.979166666666667,24
355,2011-02-28,1.0,4.1,2.870833333333333,24
356,2011-03-01,-0.6,4.2,1.4333333333333333,24
357,2011-03-02,-1.8,11.2,4.245833333333334,24
358,2011-03-03,2.7,7.4,4.645833333333333,24
359,2011-03-04,3.3,12.4,7.1375,24
360,2011-03-05,3.0,14.3,8.216666666666667,24
361,2011-03-06,5.6,14.2,8.6625,24
362,2011-03-07,3.9,10.6,6.883333333333333,24
363,2011-03-08,0.3,16.3,7.5375000000000005,24
364,2011-03-09,1.9,19.1,9.295833333333333,24
365,2011-03-10,3.9,19.8,11.145833333333334,24
366,2011-03-11,3.8,25.3,11.695833333333333,24
367,2011-03-12,9.1,18.5,12.995833333333332,24
368,2011-03-13,11.6,21.1,14.245833333333332,24
369,2011-03-14,8.1,21.2,14.170833333333334,24
370,2011-03-15,9.4,24.3,15.545833333333334,24
371,2011-03-16,7.3,29.4,16.479166666666668,24
372,2011-03-17,7.7,28.2,17.391666666666666,24
373,2011-03-18,7.2,26.4,15.450000000000001,24
374,2011-03-19,11.1,22.4,14.549999999999999,24
375,2011-03-20,12.5,24.0,16.170833333333334,24
376,2011-03-21,11.3,24.3,16.366666666666667,24
377,2011-03-22,9.9,27.0,17.091666666666665,24
378,2011-03-23,13.5,26.0,18.679166666666667,24
379,2011-03-24,12.3,24.6,17.125,24
380,2011-03-25,13.3,22.4,17.554166666666667,24
381,2011-03-26,15.0,25.0,18.7375,24
382,2011-03-27,13.1,18.0,15.429166666666667,24
383,2011-03-28,13.1,26.4,17.691666666666666,24
384,2011-03-29,12.1,19.0,15.866666666666667,24
385,2011-03-30,10.3,27.1,17.6375,24
386,2011-03-31,12.0,23.9,17.583333333333332,24
387,2011-04-01,12.6,20.4,15.737499999999999,24
388,2011-04-02,10.6,22.6,15.458333333333334,24
389,2011-04-03,8.3,30.9,18.341666666666665,24
390,2011-04-04,9.1,29.1,16.973333333333333,15
