,date_time,deg_C,relative_humidity,absolute_humidity,sensor_1,sensor_2,sensor_3,sensor_4,sensor_5,target_carbon_monoxide,target_benzene,target_nitrogen_oxides,weekday,apply_step3
109,2010-03-15 07:00:00,12.0,67.4,0.9401,1248.3,1014.3,923.9,1761.3,1247.4,2.1,9.6,221.2,0,1785096.5512159327
110,2010-03-15 08:00:00,12.0,61.3,0.917,1743.1,1523.6,678.1,2276.5,1579.2,5.4,26.7,345.6,0,3467085.3612159328
111,2010-03-15 09:00:00,14.7,54.3,0.9076,1882.6,1615.9,547.7,2638.4,2227.7,7.8,37.4,506.7,0,4262000.521215933
122,2010-03-15 20:00:00,18.3,53.1,1.0945,1800.2,1573.0,576.3,2491.9,2091.6,6.8,29.4,316.8,0,3918368.661215933
123,2010-03-15 21:00:00,17.4,55.7,1.0786,1595.0,1371.6,705.1,2058.0,1758.2,4.4,20.9,248.3,0,2821362.7612159327
124,2010-03-15 22:00:00,15.2,59.0,1.0654,1467.8,1182.2,786.9,1818.9,1508.9,3.0,14.5,200.7,0,2148913.541215933
125,2010-03-15 23:00:00,16.2,60.2,1.058,1062.1,843.5,967.7,1624.4,1187.3,1.3,7.0,85.4,0,1368791.361215933
126,2010-03-16 00:00:00,14.7,63.7,1.0494,1369.2,988.4,792.4,1782.9,1297.4,2.2,11.8,130.8,1,1760828.321215933
127,2010-03-16 01:00:00,15.1,58.2,1.0148,1041.8,752.6,1130.9,1527.5,1071.2,1.2,5.3,75.0,1,1148206.4612159329
128,2010-03-16 02:00:00,14.4,55.1,0.9879,977.7,678.4,1254.0,1441.4,832.3,0.8,2.7,41.7,1,976455.721215933
129,2010-03-16 03:00:00,12.6,62.1,0.9636,984.7,608.0,1444.8,1432.2,809.5,0.7,2.4,47.8,1,869387.561215933
130,2010-03-16 04:00:00,12.5,68.2,0.945,931.6,638.5,1329.2,1414.2,882.0,0.7,2.7,60.8,1,901576.661215933
131,2010-03-16 05:00:00,13.2,67.0,0.9283,937.0,561.6,1482.6,1401.9,800.9,0.6,2.0,39.9,1,785917.001215933
132,2010-03-16 06:00:00,11.9,65.8,0.9081,945.8,653.8,1270.9,1460.5,887.4,0.9,3.5,77.1,1,953484.8612159329
133,2010-03-16 07:00:00,10.7,67.2,0.8705,1171.0,777.7,1162.0,1408.3,976.5,1.4,5.2,100.0,1,1093844.8712159328
134,2010-03-16 08:00:00,12.4,66.2,0.8719,1463.9,1244.2,762.3,1907.9,1477.4,3.2,15.4,249.8,1,2372419.141215933
135,2010-03-16 09:00:00,14.1,58.6,0.8743,1462.0,1235.5,677.1,2116.6,1537.1,3.6,19.3,240.4,1,2613669.2612159327
152,2010-03-17 02:00:00,14.7,54.5,0.891,968.1,706.9,1227.4,1396.8,952.3,0.9,4.0,70.0,2,986007.8812159329
153,2010-03-17 03:00:00,12.2,60.2,0.8666,989.0,587.5,1279.1,1265.4,866.3,0.7,2.4,49.1,2,751471.25
154,2010-03-17 04:00:00,13.5,57.9,0.8447,900.7,605.8,1451.8,1290.0,791.8,0.6,2.0,52.4,2,879500.44
155,2010-03-17 05:00:00,12.5,59.7,0.8026,903.8,576.2,1460.0,1268.0,693.7,0.5,1.6,26.3,2,841252.0000000001
156,2010-03-17 06:00:00,12.4,54.5,0.7978,873.2,547.2,1360.3,1250.3,703.7,0.5,2.0,48.3,2,744356.16
157,2010-03-17 07:00:00,10.4,61.3,0.7956,1161.3,878.0,1038.0,1447.1,1104.6,1.6,7.1,161.6,2,1269163.7612159327
158,2010-03-17 08:00:00,11.1,58.4,0.7958,1539.4,1374.0,673.9,1859.1,1534.0,4.3,22.5,326.4,2,2553013.3612159328
159,2010-03-17 09:00:00,13.3,51.5,0.802,1963.1,1746.9,580.6,2408.2,1911.7,6.1,34.9,373.2,2,4205494.541215933
174,2010-03-18 00:00:00,13.9,51.2,0.9024,1384.7,1018.0,811.9,1635.6,1473.4,2.3,13.0,157.1,3,1663650.7612159327
175,2010-03-18 01:00:00,13.3,56.0,0.8975,1137.8,876.9,984.9,1562.1,1178.0,1.4,8.1,90.2,3,1368415.4512159328
176,2010-03-18 02:00:00,14.9,51.6,0.8686,1085.3,834.2,1120.4,1435.1,1159.6,1.0,5.6,57.3,3,1195770.3812159328
177,2010-03-18 03:00:00,13.3,52.8,0.8501,1008.8,687.0,1124.2,1391.5,1007.8,0.7,3.5,100.6,3,954570.461215933
178,2010-03-18 04:00:00,11.7,60.7,0.8442,973.1,638.6,1234.8,1307.3,962.0,0.8,2.7,60.6,3,788543.28
179,2010-03-18 05:00:00,12.0,61.3,0.8233,921.7,591.8,1305.9,1215.5,836.3,0.6,2.5,37.4,3,772831.62
180,2010-03-18 06:00:00,10.6,64.6,0.8113,928.6,604.5,1301.0,1319.7,848.4,0.7,3.0,70.0,3,786454.5
181,2010-03-18 07:00:00,10.9,61.4,0.8067,1107.7,823.0,1055.2,1457.9,1075.0,1.6,8.1,132.0,3,1198461.661215933
182,2010-03-18 08:00:00,11.7,63.6,0.8117,1626.6,1425.5,627.0,2177.8,1658.3,4.5,22.8,359.3,3,3103063.861215933
183,2010-03-18 09:00:00,15.2,50.6,0.8186,1798.6,1614.7,546.4,2319.9,1969.0,6.8,37.2,421.0,3,3744552.491215933
195,2010-03-18 21:00:00,15.8,50.8,0.8768,1387.1,1132.2,854.7,1610.8,1348.4,3.2,13.4,170.9,3,1822357.7212159329
196,2010-03-18 22:00:00,15.4,53.8,0.9456,1373.0,1028.6,911.6,1556.2,1158.2,2.2,10.8,127.7,3,1599317.2812159327
197,2010-03-18 23:00:00,13.4,64.2,0.9606,1173.7,938.3,929.0,1622.2,1019.5,1.8,8.6,88.4,3,1520720.2212159329
198,2010-03-19 00:00:00,11.4,73.9,0.9735,1287.0,926.6,881.3,1541.8,1102.4,2.0,9.2,133.6,4,1427241.8412159327
199,2010-03-19 01:00:00,11.2,67.5,0.9915,1088.6,798.0,980.2,1426.0,907.8,1.7,6.3,106.1,4,1136557.9612159329
200,2010-03-19 02:00:00,12.8,69.3,1.0029,929.1,681.1,1253.6,1421.4,594.0,0.9,3.4,49.9,4,966725.501215933
201,2010-03-19 03:00:00,13.1,70.2,0.9768,893.7,640.7,1312.9,1379.1,442.9,0.7,2.6,47.0,4,882199.331215933
202,2010-03-19 04:00:00,12.8,70.4,0.9665,943.3,591.8,1368.0,1267.2,385.1,0.6,1.8,19.4,4,809582.3999999999
203,2010-03-19 05:00:00,11.6,64.1,0.962,867.4,525.0,1684.8,1260.0,362.6,0.5,1.2,17.1,4,884520.0
204,2010-03-19 06:00:00,12.5,68.3,0.9487,910.9,643.4,1441.6,1231.3,446.8,0.7,2.3,59.4,4,927525.44
205,2010-03-19 07:00:00,13.1,67.5,0.9332,1146.5,794.3,1022.4,1523.6,689.9,1.5,6.6,118.4,4,1208805.4412159326
206,2010-03-19 08:00:00,13.3,62.8,0.9209,1792.2,1385.7,704.6,2229.8,1564.6,4.6,22.8,323.2,4,3088443.821215933
207,2010-03-19 09:00:00,12.9,54.7,0.912,1837.2,1661.1,563.5,2357.8,1613.0,6.6,29.1,360.6,4,3915151.541215933
208,2010-03-19 10:00:00,14.7,53.7,0.9032,1398.5,1249.5,736.1,1920.6,1370.0,4.2,18.0,250.5,4,2398399.6612159326
209,2010-03-19 11:00:00,14.1,56.6,0.8917,1334.4,1214.8,797.0,1897.8,1242.6,3.2,15.3,209.3,4,2304057.401215933
214,2010-03-19 16:00:00,16.6,50.7,0.9094,1417.0,1190.4,729.2,2033.2,1350.4,3.9,20.2,244.0,4,2418931.241215933
218,2010-03-19 20:00:00,14.9,50.4,0.8956,1540.4,1201.6,670.1,1864.3,1352.7,3.9,19.8,216.3,4,2238752.8412159327
219,2010-03-19 21:00:00,14.7,51.0,0.9117,1463.6,1262.1,755.5,1946.7,1457.6,4.0,16.2,244.0,4,2455540.0312159327
220,2010-03-19 22:00:00,14.8,59.3,0.9573,1186.8,945.0,904.0,1684.2,1016.1,2.3,9.3,134.4,4,1590178.9612159329
221,2010-03-19 23:00:00,13.8,60.0,0.938,1142.1,848.2,881.6,1531.5,1022.8,2.1,7.9,120.6,4,1297628.261215933
270,2010-03-22 00:00:00,15.0,62.4,1.0919,1207.4,815.0,1014.9,1661.1,945.4,1.7,5.8,86.5,0,1352406.4612159329
271,2010-03-22 01:00:00,15.8,59.3,1.0805,1149.8,797.7,1092.0,1500.6,801.6,1.4,5.0,78.4,0,1195638.581215933
272,2010-03-22 02:00:00,16.5,56.4,1.0491,888.0,551.7,1402.8,1409.2,462.6,0.6,1.8,22.5,0,776065.6012159331
273,2010-03-22 03:00:00,17.7,56.1,1.0309,833.6,496.1,1921.8,1286.7,394.0,0.4,0.7,16.6,0,953404.98
274,2010-03-22 04:00:00,15.1,53.1,1.0153,802.8,452.1,1756.0,1212.7,380.2,0.4,0.8,17.5,0,793887.6000000001
275,2010-03-22 05:00:00,16.3,53.9,1.0049,811.2,462.6,1678.8,1329.1,370.4,0.3,0.7,15.9,0,776612.88
276,2010-03-22 06:00:00,15.6,50.2,0.9979,942.0,545.0,1568.8,1373.0,457.9,0.6,2.0,43.5,0,746894.961215933
277,2010-03-22 07:00:00,14.6,55.9,1.0195,1122.7,721.9,1093.4,1538.0,678.0,1.2,4.8,80.0,0,1108892.1612159328
278,2010-03-22 08:00:00,16.1,50.5,0.9571,1559.4,1193.1,746.6,2016.0,1176.9,3.5,17.5,210.2,0,2403899.5612159325
294,2010-03-23 00:00:00,13.0,51.4,0.8071,991.8,728.0,1240.1,1345.4,764.4,0.9,4.0,56.2,1,902792.7999999999
295,2010-03-23 01:00:00,13.4,53.9,0.8163,969.0,642.4,1347.3,1256.6,636.1,0.8,2.7,43.7,1,865505.5199999999
296,2010-03-23 02:00:00,12.1,57.9,0.8444,912.8,583.7,1362.9,1303.4,692.6,0.7,2.4,53.0,1,795524.7300000001
297,2010-03-23 03:00:00,11.1,74.2,0.9215,856.3,527.2,1582.9,1220.8,433.2,0.5,1.1,28.0,1,834504.8800000001
298,2010-03-23 04:00:00,10.0,77.6,0.9483,812.2,473.2,1718.0,1324.0,401.0,0.4,0.8,20.2,1,812957.6
299,2010-03-23 05:00:00,8.4,79.7,0.9147,792.3,426.9,2003.4,1284.7,339.3,0.3,0.6,12.5,1,855251.46
300,2010-03-23 06:00:00,9.5,71.6,0.9004,872.6,538.6,1526.6,1312.7,418.0,0.5,1.8,30.7,1,822226.76
301,2010-03-23 07:00:00,9.5,69.8,0.9093,1071.6,722.6,1154.4,1429.0,640.6,1.1,4.7,96.8,1,1031205.361215933
302,2010-03-23 08:00:00,10.2,72.7,0.9117,1527.5,1169.0,842.5,1883.9,1132.6,3.0,14.3,212.8,1,2200889.061215933
303,2010-03-23 09:00:00,11.3,71.8,0.9232,1408.1,1325.0,704.5,1969.3,1275.8,3.5,21.4,256.2,1,2607932.461215933
304,2010-03-23 10:00:00,11.3,60.4,0.8803,1262.4,1244.2,722.0,1801.3,1284.8,3.5,15.1,232.3,1,2239787.421215933
305,2010-03-23 11:00:00,11.9,55.8,0.821,1347.2,1166.0,815.8,1758.1,1310.2,2.9,16.0,204.6,1,2048554.5612159327
306,2010-03-23 12:00:00,13.2,52.6,0.8234,1172.7,1129.9,795.2,1815.8,1204.4,2.6,12.9,211.1,1,2050282.381215933
307,2010-03-23 13:00:00,13.2,55.0,0.8351,1244.5,1219.1,739.2,1920.9,1340.0,3.4,16.1,210.1,1,2340379.151215933
309,2010-03-23 15:00:00,14.9,50.3,0.7971,1056.4,940.8,859.3,1589.0,846.0,2.0,10.1,133.6,1,1493541.1612159328
310,2010-03-23 16:00:00,11.5,64.2,0.8537,1086.7,899.2,887.4,1460.1,812.2,2.0,8.6,125.4,1,1311531.8812159328
311,2010-03-23 17:00:00,13.7,55.1,0.8465,1151.5,1055.4,826.2,1770.6,982.6,3.1,13.0,183.0,1,1867301.2012159328
313,2010-03-23 19:00:00,11.0,55.4,0.7822,1186.6,1062.3,828.4,1789.3,1090.8,2.9,12.4,124.4,1,1899383.3512159328
314,2010-03-23 20:00:00,12.1,58.2,0.7867,1374.4,1047.2,795.8,1601.5,1229.1,3.1,13.7,171.0,1,1675700.761215933
315,2010-03-23 21:00:00,11.8,50.9,0.7881,1056.3,884.0,975.8,1546.5,1004.2,1.7,8.0,93.4,1,1365715.9612159329
316,2010-03-23 22:00:00,12.4,56.5,0.7664,1050.0,822.6,1072.5,1292.5,878.1,1.3,4.9,77.8,1,882238.5
317,2010-03-23 23:00:00,10.9,63.2,0.8057,1082.6,774.2,1049.8,1368.0,947.4,1.2,5.1,81.9,1,1057715.561215933
318,2010-03-24 00:00:00,11.5,62.8,0.8199,1013.6,793.8,1171.1,1368.7,874.9,1.1,5.2,72.8,2,1085084.021215933
319,2010-03-24 01:00:00,10.5,63.8,0.8082,957.1,729.1,1070.4,1391.0,773.8,1.0,4.8,75.2,2,1012788.061215933
320,2010-03-24 02:00:00,11.3,63.0,0.8025,957.5,653.0,1372.8,1259.7,707.8,0.9,2.7,40.8,2,896438.4
321,2010-03-24 03:00:00,11.2,64.1,0.7856,816.5,517.9,1507.9,1208.4,648.8,0.6,1.6,35.6,2,780941.41
322,2010-03-24 04:00:00,10.8,58.3,0.7813,935.2,570.2,1462.2,1312.7,677.7,0.6,1.7,42.7,2,833746.4400000001
323,2010-03-24 05:00:00,11.0,58.6,0.7628,847.4,542.9,1556.3,1292.6,622.1,0.6,1.2,34.3,2,844915.2699999999
324,2010-03-24 06:00:00,11.0,57.2,0.7382,944.5,572.2,1525.9,1217.4,575.3,0.8,1.7,42.1,2,873119.9800000001
325,2010-03-24 07:00:00,11.0,61.0,0.7455,1076.4,705.9,1209.7,1403.0,824.0,1.2,4.6,79.8,2,988987.6612159329
326,2010-03-24 08:00:00,10.2,55.6,0.7501,1327.7,1153.4,840.3,1654.8,1090.9,3.1,13.8,174.0,2,1907256.281215933
327,2010-03-24 09:00:00,11.5,58.0,0.7565,1581.0,1422.9,606.4,2142.4,1473.4,4.4,24.9,218.6,2,3047030.9212159333
328,2010-03-24 10:00:00,12.1,51.6,0.7734,1357.5,1124.0,731.5,1734.6,1338.5,3.2,13.2,213.6,2,1948300.3612159328
333,2010-03-24 15:00:00,10.6,62.6,0.8554,1034.2,884.1,954.1,1464.1,646.0,1.5,6.4,93.0,2,1293020.771215933
334,2010-03-24 16:00:00,9.9,77.0,0.972,1376.1,1089.7,837.3,1799.2,992.0,2.5,11.2,195.0,2,1959198.201215933
335,2010-03-24 17:00:00,11.2,70.5,0.9497,1366.5,1074.1,758.5,1729.5,1182.2,2.7,13.4,189.2,2,1856265.9112159328
336,2010-03-24 18:00:00,11.1,63.7,0.8794,1297.8,1039.5,811.4,1670.3,998.6,2.8,12.1,149.8,2,1734886.8112159327
337,2010-03-24 19:00:00,10.8,66.6,0.8643,1576.0,1328.0,633.3,2068.2,1350.3,4.4,19.0,254.4,2,2745179.5612159325
338,2010-03-24 20:00:00,11.1,66.4,0.8486,1222.1,1084.8,810.9,1639.4,1081.7,3.4,14.8,201.4,2,1777031.081215933
339,2010-03-24 21:00:00,10.9,65.0,0.8336,1120.0,964.6,909.4,1492.4,854.0,2.6,8.9,165.6,2,1438179.001215933
340,2010-03-24 22:00:00,9.9,64.2,0.8248,1078.4,809.0,1064.0,1463.7,789.0,1.8,6.0,113.3,2,1182743.261215933
341,2010-03-24 23:00:00,10.7,60.5,0.7717,943.8,753.8,1245.3,1259.2,559.6,1.2,4.4,78.6,2,938707.1399999999
342,2010-03-25 00:00:00,9.7,63.5,0.7516,1007.0,781.2,1168.0,1408.0,586.8,1.2,4.3,80.0,3,1098539.561215933
343,2010-03-25 01:00:00,10.6,59.0,0.7686,960.3,589.9,1386.0,1323.9,483.8,1.1,2.6,40.3,3,817601.4
344,2010-03-25 02:00:00,9.5,68.1,0.789,911.0,545.3,1493.5,1328.2,450.3,0.7,1.8,40.3,3,814405.5499999999
345,2010-03-25 03:00:00,9.6,66.2,0.8091,939.4,505.7,1657.8,1236.2,392.0,0.7,1.5,34.3,3,838349.46
346,2010-03-25 04:00:00,8.7,75.2,0.8496,823.7,509.6,1638.7,1248.4,366.7,0.5,0.9,16.9,3,835081.52
347,2010-03-25 05:00:00,10.1,67.5,0.8152,921.9,434.2,1838.2,1088.5,326.8,0.5,0.6,11.4,3,798146.44
348,2010-03-25 06:00:00,7.6,79.9,0.8695,937.6,502.2,1700.2,1344.1,417.1,0.6,1.4,43.9,3,853840.4400000001
349,2010-03-25 07:00:00,7.9,80.6,0.8544,975.7,717.9,1310.4,1452.2,629.2,1.2,3.7,89.0,3,1041144.341215933
350,2010-03-25 08:00:00,8.2,71.6,0.8429,1372.8,972.9,884.0,1772.6,921.6,2.6,11.1,185.8,3,1723172.5012159327
351,2010-03-25 09:00:00,8.5,78.1,0.8415,1434.2,1185.6,740.0,1840.2,1116.2,3.4,16.6,200.0,3,2180351.081215933
352,2010-03-25 10:00:00,9.7,69.0,0.8389,1121.7,886.4,959.3,1505.4,941.5,2.3,8.4,137.0,3,1332996.521215933
353,2010-03-25 11:00:00,10.9,65.7,0.8447,1098.0,823.5,976.7,1365.2,795.8,1.5,7.1,128.7,3,1122852.1612159328
354,2010-03-25 12:00:00,13.1,51.9,0.8209,1078.4,841.4,1005.3,1398.7,769.6,1.3,6.1,98.6,3,1175476.1412159328
362,2010-03-25 20:00:00,12.1,54.6,0.7642,1361.2,1247.1,705.8,2021.6,1443.4,4.4,22.5,235.6,3,2519747.3212159327
364,2010-03-25 22:00:00,10.4,57.8,0.714,1074.8,798.0,1093.8,1403.5,963.5,1.5,5.7,98.0,3,1118602.9612159329
365,2010-03-25 23:00:00,10.0,55.9,0.7276,930.0,684.5,1084.8,1350.5,807.4,1.2,4.6,78.8,3,742545.6
366,2010-03-26 00:00:00,10.1,56.8,0.7323,1006.1,826.4,1043.1,1386.7,809.9,1.8,5.4,88.4,4,1144578.841215933
367,2010-03-26 01:00:00,9.5,65.3,0.7425,1024.0,790.6,1119.7,1343.4,840.6,1.4,4.6,81.4,4,885234.8200000001
368,2010-03-26 02:00:00,9.6,63.2,0.7398,1013.0,683.1,1135.5,1260.5,747.7,1.2,3.5,70.4,4,775660.05
369,2010-03-26 03:00:00,8.4,66.4,0.7455,913.7,566.6,1478.0,1219.0,466.9,0.6,1.6,33.5,4,837434.8
370,2010-03-26 04:00:00,8.1,65.9,0.7459,925.0,577.9,1328.1,1250.4,545.1,0.7,2.3,43.6,4,767508.9899999999
371,2010-03-26 05:00:00,8.0,69.5,0.7655,923.4,614.8,1210.0,1220.2,773.8,0.8,3.1,71.3,4,743908.0
372,2010-03-26 06:00:00,8.5,71.1,0.7711,1065.3,677.4,1096.1,1308.5,896.3,0.9,4.0,109.2,4,742498.1399999999
373,2010-03-26 07:00:00,8.9,69.6,0.7375,1122.0,825.2,1045.4,1409.2,983.7,1.5,6.7,138.6,4,1161481.801215933
374,2010-03-26 08:00:00,10.3,62.0,0.7214,1378.0,1116.9,759.5,1882.8,1385.4,3.3,15.7,236.6,4,2101509.281215933
375,2010-03-26 09:00:00,11.1,57.6,0.7544,1337.6,1226.9,682.0,1947.3,1569.9,3.8,19.5,272.2,4,2387752.331215933
385,2010-03-26 19:00:00,11.0,50.4,0.6046,1168.0,1084.3,893.5,1509.2,887.4,2.5,11.8,121.2,4,1635035.521215933
386,2010-03-26 20:00:00,9.4,54.2,0.628,1060.2,1020.0,879.4,1579.4,942.8,2.5,10.9,112.8,4,1609597.9612159329
387,2010-03-26 21:00:00,10.2,53.3,0.6172,991.0,802.9,1086.0,1334.2,785.8,1.5,5.9,96.0,4,871949.4
388,2010-03-26 22:00:00,10.2,51.9,0.6063,962.5,728.1,1256.1,1164.4,731.4,1.2,4.7,76.6,4,914566.4099999999
389,2010-03-26 23:00:00,9.8,53.2,0.6103,933.1,736.4,1224.6,1333.5,618.2,1.1,4.2,66.7,4,901795.44
443,2010-03-29 05:00:00,10.4,50.2,0.6341,942.9,581.4,1513.0,1191.8,635.0,0.7,1.7,58.3,0,879658.2
445,2010-03-29 07:00:00,7.7,55.7,0.615,1309.0,1192.5,877.8,1720.7,1112.0,2.9,14.9,186.4,0,2050544.7112159329
493,2010-03-31 07:00:00,13.4,56.5,0.9129,1521.5,1156.3,713.8,1868.2,1337.3,3.2,15.3,196.6,2,2158809.621215933
494,2010-03-31 08:00:00,12.7,64.8,0.9256,1469.4,1204.4,594.3,1976.6,1474.1,4.3,20.3,220.8,2,2379227.001215933
